PLZ,Bestimmungsort,OKZ,Ortschaft,GEMNR,GEMNAM
2241,Schönkirchen-Reyersdorf,3561,Schönkirchen-Reyersdorf,30852,Schönkirchen-Reyersdorf
2242,Prottes,3554,Prottes,30848,Prottes
2243,Matzen-Raggendorf,3541,Matzen,30838,Matzen-Raggendorf
2244,Spannberg,3563,Spannberg,30854,Spannberg
2245,Velm-Götzendorf,3571,Götzendorf,30859,Velm-Götzendorf
2245,Velm-Götzendorf,3572,Velm,30859,Velm-Götzendorf
2251,Ebenthal,3495,Ebenthal,30812,Ebenthal
2252,Angern an der March,3482,Ollersdorf,30803,Angern an der March
2253,Weikendorf,3573,Dörfles,30860,Weikendorf
2253,Weikendorf,3574,Stripfing,30860,Weikendorf
2253,Weikendorf,3575,Tallesbrunn,30860,Weikendorf
2253,Weikendorf,3576,Weikendorf,30860,Weikendorf
2261,Angern an der March,3481,Angern an der March,30803,Angern an der March
2261,Mannersdorf an der March,3531,Mannersdorf an der March,30803,Angern an der March
2262,Angern an der March,3564,Grub an der March,30803,Angern an der March
2262,Angern an der March,3565,Stillfried,30803,Angern an der March
2263,Dürnkrut,3493,Dürnkrut,30811,Dürnkrut
2263,Waidendorf,3494,Waidendorf,30811,Dürnkrut
2264,Jedenspeigen,3525,Jedenspeigen,30829,Jedenspeigen
2264,Sierndorf an der March,3562,Sierndorf an der March,30829,Jedenspeigen
2265,Drösing,3491,Drösing,30810,Drösing
2265,Waltersdorf an der March,3492,Waltersdorf an der March,30810,Drösing
2272,Ringelsdorf-Niederabsdorf,3557,Niederabsdorf,30850,Ringelsdorf-Niederabsdorf
2272,Ringelsdorf-Niederabsdorf,3558,Ringelsdorf,30850,Ringelsdorf-Niederabsdorf
2273,Hohenau an der March,3523,Hohenau an der March,30827,Hohenau an der March
2274,Rabensburg,5108,Rabensburg,31645,Rabensburg
2275,Bernhardsthal,5008,Bernhardsthal,31604,Bernhardsthal
2276,Katzelsdorf,5009,Katzelsdorf,31604,Bernhardsthal
2276,Reintal,5010,Reintal,31604,Bernhardsthal
2280,Glinzendorf,3509,Glinzendorf,30819,Glinzendorf
2281,Raasdorf,3555,Pysdorf,30849,Raasdorf
2281,Raasdorf,3556,Raasdorf,30849,Raasdorf
2282,Großhofen,3514,Großhofen,30822,Großhofen
2282,Markgrafneusiedl,3537,Markgrafneusiedl,30836,Markgrafneusiedl
2283,Obersiebenbrunn,3547,Obersiebenbrunn,30842,Obersiebenbrunn
2284,Untersiebenbrunn,3570,Untersiebenbrunn,30858,Untersiebenbrunn
2285,Leopoldsdorf im Marchfelde,3528,Breitstetten,30831,Leopoldsdorf im Marchfelde
2285,Leopoldsdorf im Marchfelde,3529,Leopoldsdorf im Marchfelde,30831,Leopoldsdorf im Marchfelde
2286,Haringsee,3517,Fuchsenbigl,30825,Haringsee
2286,Haringsee,3518,Haringsee,30825,Haringsee
2286,Haringsee,3519,Straudorf,30825,Haringsee
2291,Lassee,3526,Lassee,30830,Lassee
2291,Schönfeld im Marchfeld,3527,Schönfeld im Marchfeld,30830,Lassee
2292,Engelhartstetten,3501,Engelhartstetten,30814,Engelhartstetten
2292,Engelhartstetten,3503,Loimersdorf,30814,Engelhartstetten
2292,Engelhartstetten,3504,Stopfenreuth,30814,Engelhartstetten
2293,Marchegg,3535,Marchegg,30835,Marchegg
2294,Breitensee,3534,Breitensee,30835,Marchegg
2294,Engelhartstetten,3502,Groißenbrunn,30814,Engelhartstetten
2294,Engelhartstetten,3538,Markthof,30814,Engelhartstetten
2294,Engelhartstetten,3539,Schloßhof,30814,Engelhartstetten
2294,Marchegg,3535,Marchegg,30835,Marchegg
2295,Weiden an der March,3486,Baumgarten an der March,30865,Weiden an der March
2295,Weiden an der March,3548,Oberweiden,30865,Weiden an der March
2295,Weiden an der March,3581,Zwerndorf,30865,Weiden an der March
2301,Andlersdorf,3480,Andlersdorf,30802,Andlersdorf
2301,Groß-Enzersdorf,3506,Franzensdorf,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3511,Groß-Enzersdorf,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3512,Oberhausen,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3513,Rutzendorf,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3544,Mühlleiten,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3552,Matzneusiedl,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3553,Probstdorf,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3559,Schönau an der Donau,30821,Groß-Enzersdorf
2301,Groß-Enzersdorf,3578,Wittau,30821,Groß-Enzersdorf
2301,Wien,17244,"Wien,Donaustadt",90001,Wien
2304,Eckartsau,3499,Wagram an der Donau,30813,Eckartsau
2304,Mannsdorf an der Donau,3533,Mannsdorf an der Donau,30834,Mannsdorf an der Donau
2304,Orth an der Donau,3549,Orth an der Donau,30844,Orth an der Donau
2305,Eckartsau,3496,Eckartsau,30813,Eckartsau
2305,Eckartsau,3497,Kopfstetten,30813,Eckartsau
2305,Eckartsau,3498,Pframa,30813,Eckartsau
2305,Eckartsau,3500,Witzelsdorf,30813,Eckartsau
2320,Mannswörth,6726,Mannswörth,30740,Schwechat
2320,Rannersdorf,6727,Rannersdorf,30740,Schwechat
2320,Rauchenwarth,6723,Rauchenwarth,30738,Rauchenwarth
2320,Schwechat,6725,Kledering,30740,Schwechat
2320,Schwechat,6728,Schwechat,30740,Schwechat
2322,Zwölfaxing,6737,Zwölfaxing,30741,Zwölfaxing
2325,Himberg,6699,Gutenhof,30732,Himberg
2325,Himberg,6700,Himberg,30732,Himberg
2325,Himberg,6701,Velm,30732,Himberg
2325,Himberg,6717,Pellendorf,30732,Himberg
2326,Lanzendorf,6710,Lanzendorf,30734,Lanzendorf
2326,Maria-Lanzendorf,6712,Maria-Lanzendorf,30736,Maria-Lanzendorf
2331,Vösendorf,5165,Vösendorf,31723,Vösendorf
2332,Hennersdorf,5150,Hennersdorf,31711,Hennersdorf
2333,Leopoldsdorf,6711,Leopoldsdorf,30735,Leopoldsdorf
2334,Vösendorf,5165,Vösendorf,31723,Vösendorf
2340,Mödling,5156,Mödling,31717,Mödling
2344,Maria Enzersdorf,5155,Maria Enzersdorf,31716,Maria Enzersdorf
2345,Brunn am Gebirge,5143,Brunn am Gebirge,31704,Brunn am Gebirge
2351,Biedermannsdorf,5141,Biedermannsdorf,31702,Biedermannsdorf
2351,Guntramsdorf,5149,Guntramsdorf,31710,Guntramsdorf
2351,Laxenburg,5154,Laxenburg,31715,Laxenburg
2351,Wiener Neudorf,5168,Wiener Neudorf,31725,Wiener Neudorf
2352,Gumpoldskirchen,5148,Gumpoldskirchen,31709,Gumpoldskirchen
2353,Gumpoldskirchen,5148,Gumpoldskirchen,31709,Gumpoldskirchen
2353,Guntramsdorf,5149,Guntramsdorf,31710,Guntramsdorf
2361,Laxenburg,5154,Laxenburg,31715,Laxenburg
2362,Biedermannsdorf,5141,Biedermannsdorf,31702,Biedermannsdorf
2371,Hinterbrühl,5151,Hinterbrühl,31712,Hinterbrühl
2371,Hinterbrühl,5166,Wassergspreng,31712,Hinterbrühl
2371,Hinterbrühl,5167,Weissenbach bei Mödling,31712,Hinterbrühl
2372,Gießhübl,5146,Gießhübl,31707,Gießhübl
2380,Perchtoldsdorf,5158,Perchtoldsdorf,31719,Perchtoldsdorf
2380,Wien,17245,"Wien,Liesing",90001,Wien
2381,Laab im Walde,5153,Laab im Walde,31714,Laab im Walde
2381,Wolfsgraben,6736,Wolfsgraben,31954,Wolfsgraben
2384,Breitenfurt bei Wien,5142,Breitenfurt bei Wien,31703,Breitenfurt bei Wien
2391,Kaltenleutgeben,5152,Kaltenleutgeben,31713,Kaltenleutgeben
2392,Dornbach,5144,Dornbach,31726,Wienerwald
2392,Grub,5147,Grub,31726,Wienerwald
2392,Stangau,5162,Stangau,31726,Wienerwald
2392,Sulz im Wienerwald,5163,Sulz im Wienerwald,31726,Wienerwald
2392,Wienerwald,5161,Gruberau,31726,Wienerwald
2392,Wöglerin,5164,Wöglerin,31726,Wienerwald
2393,Hinterbrühl,5160,Sparbach,31712,Hinterbrühl
2393,Kaltenleutgeben,5152,Kaltenleutgeben,31713,Kaltenleutgeben
2393,Sittendorf,5159,Sittendorf,31726,Wienerwald
2401,Fischamend,6690,Fischamend-Dorf,30730,Fischamend
2401,Fischamend,6691,Fischamend-Markt,30730,Fischamend
2402,Haslau an der Donau,3458,Haslau an der Donau,30711,Haslau-Maria Ellend
2402,Maria Ellend,3459,Maria Ellend,30711,Haslau-Maria Ellend
2403,Scharndorf,3468,Regelsbrunn,30722,Scharndorf
2403,Scharndorf,3471,Scharndorf,30722,Scharndorf
2403,Scharndorf,3477,Wildungsmauer,30722,Scharndorf
2404,Petronell-Carnuntum,3466,Petronell-Carnuntum,30718,Petronell-Carnuntum
2405,Bad Deutsch-Altenburg,3445,Bad Deutsch-Altenburg,30702,Bad Deutsch-Altenburg
2405,Hundsheim,3463,Hundsheim,30715,Hundsheim
2410,Hainburg a.d. Donau,3457,Hainburg an der Donau,30710,Hainburg a.d. Donau
2412,Wolfsthal,3478,Wolfsthal,30728,Wolfsthal
2413,Berg,3446,Berg,30703,Berg
2413,Edelstal,156,Edelstal,10727,Edelstal
2421,Kittsee,157,Kittsee,10711,Kittsee
2422,Pama,161,Pama / Bijelo Selo,10715,Pama
2423,Deutsch Jahrndorf,147,Deutsch Jahrndorf,10704,Deutsch Jahrndorf
2424,Zurndorf,170,Zurndorf,10724,Zurndorf
2425,Nickelsdorf,160,Nickelsdorf,10714,Nickelsdorf
2431,Enzersdorf an der Fischa,3450,Enzersdorf an der Fischa,30706,Enzersdorf an der Fischa
2431,Klein-Neusiedl,6702,Klein-Neusiedl,30733,Klein-Neusiedl
2432,Schwadorf,6724,Schwadorf,30739,Schwadorf
2433,Margarethen am Moos,3451,Margarethen am Moos,30706,Enzersdorf an der Fischa
2434,Götzendorf an der Leitha,3455,Götzendorf an der Leitha,30709,Götzendorf an der Leitha
2434,Mannersdorf a.Leithagebirge,17709,Sandberg,30716,Mannersdorf am Leithagebirge
2434,Pischelsdorf,3456,Pischelsdorf,30709,Götzendorf an der Leitha
2434,Sommerein,3473,Sommerein,30724,Sommerein
2435,Ebergassing,6689,Ebergassing,30729,Ebergassing
2435,Ebergassing,6733,Wienerherberg,30729,Ebergassing
2435,Pischelsdorf,3456,Pischelsdorf,30709,Götzendorf an der Leitha
2440,Gramatneusiedl,6698,Gramatneusiedl,30731,Gramatneusiedl
2440,Mitterndorf an der Fischa,3400,Mitterndorf an der Fischa,30621,Mitterndorf an der Fischa
2440,Moosbrunn,6716,Moosbrunn,30737,Moosbrunn
2440,Reisenberg,3415,Reisenberg,30629,Reisenberg
2441,Gramatneusiedl,6698,Gramatneusiedl,30731,Gramatneusiedl
2441,Mitterndorf an der Fischa,3400,Mitterndorf an der Fischa,30621,Mitterndorf an der Fischa
2441,Moosbrunn,6716,Moosbrunn,30737,Moosbrunn
2442,Ebreichsdorf,3363,Ebreichsdorf,30607,Ebreichsdorf
2442,Ebreichsdorf,3421,Schranawand,30607,Ebreichsdorf
2442,Unterwaltersdorf,3434,Unterwaltersdorf,30607,Ebreichsdorf
2443,Leithaprodersdorf,10,Leithaprodersdorf,10306,Leithaprodersdorf
2443,Loretto,11,Loretto,10320,Loretto
2443,Seibersdorf,3362,Deutsch-Brodersdorf,30633,Seibersdorf
2443,Stotzing,12,Stotzing,10321,Stotzing
2444,Seibersdorf,3422,Seibersdorf,30633,Seibersdorf
2451,Au am Leithaberge,3444,Au am Leithaberge,30701,Au am Leithaberge
2451,Hof am Leithaberge,3461,Hof am Leithaberge,30713,Hof am Leithaberge
2452,Mannersdorf a.Leithagebirge,3464,Mannersdorf am Leithagebirge,30716,Mannersdorf am Leithagebirge
2452,Reisenberg,3415,Reisenberg,30629,Reisenberg
2452,Wasenbruck,17708,Wasenbruck,30716,Mannersdorf am Leithagebirge
2453,Sommerein,3473,Sommerein,30724,Sommerein
2454,Sarasdorf,3475,Sarasdorf,30726,Trautmannsdorf an der Leitha
2454,Trautmannsdorf a.d. Leitha,3476,Trautmannsdorf an der Leitha,30726,Trautmannsdorf an der Leitha
2460,Bruck an der Leitha,3447,Bruck an der Leitha,30704,Bruck an der Leitha
2460,Bruckneudorf,144,Bruckneudorf,10703,Bruckneudorf
2462,Bruckneudorf,145,Kaisersteinbruch,10703,Bruckneudorf
2462,Bruckneudorf,146,Königshof,10703,Bruckneudorf
2462,Wilfleinsdorf,3448,Wilfleinsdorf,30704,Bruck an der Leitha
2463,Gallbrunn,3452,Gallbrunn,30726,Trautmannsdorf an der Leitha
2463,Stixneusiedl,3474,Stixneusiedl,30726,Trautmannsdorf an der Leitha
2464,Göttlesbrunn-Arbesthal,3453,Arbesthal,30708,Göttlesbrunn-Arbesthal
2464,Göttlesbrunn-Arbesthal,3454,Göttlesbrunn,30708,Göttlesbrunn-Arbesthal
2465,Höflein,3460,Höflein,30712,Höflein
2471,Gerhaus,3469,Gerhaus,30721,Rohrau
2471,Hollern,3462,Hollern,30721,Rohrau
2471,Pachfurth,3465,Pachfurth,30721,Rohrau
2471,Parndorf,163,Parndorf / Pandrof,10717,Parndorf
2471,Prellenkirchen,3472,Schönabrunn,30719,Prellenkirchen
2471,Rohrau,3470,Rohrau,30721,Rohrau
2472,Prellenkirchen,3467,Prellenkirchen,30719,Prellenkirchen
2473,Deutsch-Haslau,3449,Deutsch-Haslau,30719,Prellenkirchen
2473,Potzneusiedl,151,Potzneusiedl,10726,Potzneusiedl
2474,Gattendorf,149,Gattendorf,10706,Gattendorf
2475,Neudorf,150,Neudorf / Novo Selo,10725,Neudorf
2481,Achau,5140,Achau,31701,Achau
2482,Münchendorf,5157,Münchendorf,31718,Münchendorf
2483,Ebreichsdorf,3363,Ebreichsdorf,30607,Ebreichsdorf
2483,Weigelsdorf,3436,Weigelsdorf,30607,Ebreichsdorf
2485,Wampersdorf,3435,Wampersdorf,30626,Pottendorf
2485,Wimpassing an der Leitha,26,Wimpassing an der Leitha,10318,Wimpassing an der Leitha
2486,Landegg,3398,Landegg,30626,Pottendorf
2486,Pottendorf,3406,Pottendorf,30626,Pottendorf
2486,Pottendorf,3423,Siegersdorf,30626,Pottendorf
2490,Ebenfurth,6568,Ebenfurth,32304,Ebenfurth
2490,Ebenfurth,6570,Haschendorf,32304,Ebenfurth
2491,Hornstein,8,Hornstein / Vorištan,10304,Hornstein
2491,Neufeld an der Leitha,15,Neufeld an der Leitha,10309,Neufeld an der Leitha
2491,Steinbrunn,23,Steinbrunn / Štikapron,10316,Steinbrunn
2491,Zillingdorf,17509,Zillingdorf-Bergwerk,32338,Zillingdorf
2492,Eggendorf,6571,Eggendorf,32305,Eggendorf
2492,Zillingdorf,6688,Zillingdorf,32338,Zillingdorf
2493,Eggendorf,6571,Eggendorf,32305,Eggendorf
2493,Lichtenwörth,6645,Lichtenwörth,32318,Lichtenwörth
2500,Alland,3413,Schwechatbach,30601,Alland
2500,Baden,3360,Baden,30604,Baden
2500,Heiligenkreuz,3385,Siegenfeld,30613,Heiligenkreuz
2500,Oberwaltersdorf,3402,Oberwaltersdorf,30623,Oberwaltersdorf
2504,Sooß,3424,Sooß,30635,Sooß
2511,Pfaffstätten,3404,Einöde,30625,Pfaffstätten
2511,Pfaffstätten,3405,Pfaffstätten,30625,Pfaffstätten
2512,Traiskirchen,3403,Oeynhausen,30639,Traiskirchen
2512,Traiskirchen,3432,Tribuswinkel,30639,Traiskirchen
2514,Möllersdorf,3428,Möllersdorf,30639,Traiskirchen
2514,Traiskirchen,3429,Traiskirchen,30639,Traiskirchen
2514,Traiskirchen,3430,Wienersdorf,30639,Traiskirchen
2521,Trumau,3433,Trumau,30641,Trumau
2522,Oberwaltersdorf,3402,Oberwaltersdorf,30623,Oberwaltersdorf
2523,Tattendorf,3425,Tattendorf,30636,Tattendorf
2524,Teesdorf,3426,Teesdorf,30637,Teesdorf
2525,Günselsdorf,3380,Günselsdorf,30612,Günselsdorf
2525,Schönau an der Triesting,3419,Schönau an der Triesting,30631,Schönau an der Triesting
2531,Gaaden,5145,Gaaden,31706,Gaaden
2532,Alland,3413,Schwechatbach,30601,Alland
2532,Heiligenkreuz,3381,Füllenberg,30613,Heiligenkreuz
2532,Heiligenkreuz,3382,Heiligenkreuz,30613,Heiligenkreuz
2532,Heiligenkreuz,3383,Preinsfeld,30613,Heiligenkreuz
2532,Heiligenkreuz,3384,Sattelbach,30613,Heiligenkreuz
2533,Alland,3353,Glashütten,30601,Alland
2533,Klausen-Leopoldsdorf,3394,Klausen-Leopoldsdorf,30616,Klausen-Leopoldsdorf
2533,Pressbaum,6719,Pfalzau,31951,Pressbaum
2534,Alland,3352,Alland,30601,Alland
2534,Alland,3353,Glashütten,30601,Alland
2534,Alland,3354,Groisbach,30601,Alland
2534,Alland,3355,Mayerling,30601,Alland
2534,Alland,3356,Windhaag,30601,Alland
2534,Alland,3410,Holzschlag,30601,Alland
2534,Alland,3411,Maria Raisenmarkt,30601,Alland
2534,Alland,3413,Schwechatbach,30601,Alland
2534,Alland,3414,Untermeierhof,30601,Alland
2534,Heiligenkreuz,3384,Sattelbach,30613,Heiligenkreuz
2540,Bad Vöslau,3359,Bad Vöslau,30603,Bad Vöslau
2540,Bad Vöslau,3377,Gainfarn,30603,Bad Vöslau
2540,Bad Vöslau,3378,Großau,30603,Bad Vöslau
2540,Kottingbrunn,3396,Kottingbrunn,30618,Kottingbrunn
2542,Kottingbrunn,3396,Kottingbrunn,30618,Kottingbrunn
2542,Leobersdorf,3399,Leobersdorf,30620,Leobersdorf
2544,Enzesfeld-Lindabrunn,3364,Enzesfeld-Lindabrunn,30608,Enzesfeld-Lindabrunn
2544,Kottingbrunn,3396,Kottingbrunn,30618,Kottingbrunn
2544,Leobersdorf,3399,Leobersdorf,30620,Leobersdorf
2544,Schönau an der Triesting,3418,Dornau,30631,Schönau an der Triesting
2544,Schönau an der Triesting,3420,Siebenhaus,30631,Schönau an der Triesting
2551,Enzesfeld-Lindabrunn,3364,Enzesfeld-Lindabrunn,30608,Enzesfeld-Lindabrunn
2552,Enzesfeld-Lindabrunn,3364,Enzesfeld-Lindabrunn,30608,Enzesfeld-Lindabrunn
2552,Hirtenberg,3393,Hirtenberg,30615,Hirtenberg
2560,Berndorf,3361,Berndorf,30605,Berndorf
2560,Grillenberg,3388,Grillenberg,30614,Hernstein
2560,Hernstein,3386,Aigen,30614,Hernstein
2560,Hernstein,3387,Alkersdorf,30614,Hernstein
2560,Hernstein,3389,Hernstein,30614,Hernstein
2560,Hernstein,3390,Kleinfeld,30614,Hernstein
2560,Hernstein,3391,Neusiedl,30614,Hernstein
2560,Hernstein,3392,Pöllau,30614,Hernstein
2563,Pottenstein,3409,Pottenstein,30627,Pottenstein
2564,Aggsbach,3366,Aggsbach,30609,Furth an der Triesting
2564,Altenmarkt an der Triesting,3358,Sulzbach,30602,Altenmarkt an der Triesting
2564,Ebeltal,3368,Ebeltal,30609,Furth an der Triesting
2564,Eberbach,3369,Eberbach,30609,Furth an der Triesting
2564,Furth an der Triesting,3367,Dürntal,30609,Furth an der Triesting
2564,Furth an der Triesting,3370,Furth,30609,Furth an der Triesting
2564,Guglhof,3371,Guglhof,30609,Furth an der Triesting
2564,Hof,3372,Hof,30609,Furth an der Triesting
2564,Maierhof,3373,Maierhof,30609,Furth an der Triesting
2564,Niemtal,3374,Niemtal,30609,Furth an der Triesting
2564,Pottenstein,3407,Fahrafeld,30627,Pottenstein
2564,Pottenstein,3409,Pottenstein,30627,Pottenstein
2564,Rehgras,3375,Rehgras,30609,Furth an der Triesting
2564,Steinwandgraben,3376,Steinwandgraben,30609,Furth an der Triesting
2564,Weissenbach a. d. Triesting,3443,Weissenbach an der Triesting,30645,Weissenbach an der Triesting
2565,Alland,3410,Holzschlag,30601,Alland
2565,Alland,3411,Maria Raisenmarkt,30601,Alland
2565,Alland,3412,Rohrbach,30601,Alland
2565,Alland,3413,Schwechatbach,30601,Alland
2565,Altenmarkt an der Triesting,3401,Nöstach,30602,Altenmarkt an der Triesting
2565,Bad Vöslau,3377,Gainfarn,30603,Bad Vöslau
2565,Weissenbach a. d. Triesting,3438,Gadenweith,30645,Weissenbach an der Triesting
2565,Weissenbach a. d. Triesting,3439,Kienberg,30645,Weissenbach an der Triesting
2565,Weissenbach a. d. Triesting,3440,Neuhaus,30645,Weissenbach an der Triesting
2565,Weissenbach a. d. Triesting,3442,Schwarzensee,30645,Weissenbach an der Triesting
2571,Altenmarkt an der Triesting,3357,Altenmarkt an der Triesting,30602,Altenmarkt an der Triesting
2571,Altenmarkt an der Triesting,3358,Sulzbach,30602,Altenmarkt an der Triesting
2571,Altenmarkt an der Triesting,3395,Klein-Mariazell,30602,Altenmarkt an der Triesting
2571,Altenmarkt an der Triesting,3401,Nöstach,30602,Altenmarkt an der Triesting
2571,Altenmarkt an der Triesting,3427,Thenneberg,30602,Altenmarkt an der Triesting
2572,Altenmarkt an der Triesting,3417,St. Corona am Schöpfl,30602,Altenmarkt an der Triesting
2572,Hainfeld,17381,Gerichtsberg,31403,Hainfeld
2572,Kaumberg,4410,Höfnergraben,31405,Kaumberg
2572,Kaumberg,4411,Kaumberg,31405,Kaumberg
2572,Kaumberg,4412,Laabach,31405,Kaumberg
2572,Kaumberg,4413,Obertriesting,31405,Kaumberg
2572,Kaumberg,4414,Steinbachtal,31405,Kaumberg
2572,Kaumberg,4415,Untertriesting,31405,Kaumberg
2601,Ebenfurth,6569,Großmittel,32304,Ebenfurth
2601,Eggendorf,6571,Eggendorf,32305,Eggendorf
2601,Sollenau,6665,Sollenau,32327,Sollenau
2602,Blumau-Neurißhof,3379,Blumau,30646,Blumau-Neurißhof
2602,Schönau an der Triesting,3419,Schönau an der Triesting,30631,Schönau an der Triesting
2602,Sollenau,6665,Sollenau,32327,Sollenau
2603,Ebenfurth,6570,Haschendorf,32304,Ebenfurth
2603,Felixdorf,6575,Felixdorf,32307,Felixdorf
2603,Matzendorf-Hölles,6648,Matzendorf,32320,Matzendorf-Hölles
2604,Eggendorf,6571,Eggendorf,32305,Eggendorf
2604,Theresienfeld,6668,Theresienfeld,32330,Theresienfeld
2620,Grafenbach-St. Valentin,5234,Ober-Danegg,31811,Grafenbach-St. Valentin
2620,Natschbach-Loipersbach,5229,Loipersbach,31817,Natschbach-Loipersbach
2620,Natschbach-Loipersbach,5230,Natschbach,31817,Natschbach-Loipersbach
2620,Natschbach-Loipersbach,5337,Lindgrub,31817,Natschbach-Loipersbach
2620,Neunkirchen,5231,Mollram,31818,Neunkirchen
2620,Neunkirchen,5232,Neunkirchen,31818,Neunkirchen
2620,Neunkirchen,5233,Peisching,31818,Neunkirchen
2620,Ternitz,5261,Raglitz,31839,Ternitz
2620,Ternitz,5310,Flatz,31839,Ternitz
2620,Ternitz,5314,Reith,31839,Ternitz
2620,Ternitz,5315,St. Lorenzen am Steinfelde,31839,Ternitz
2620,Ternitz,5318,Ternitz,31839,Ternitz
2620,Wartmannstetten,5334,Diepolz,31844,Wartmannstetten
2620,Wartmannstetten,5335,Gramatl,31844,Wartmannstetten
2620,Wartmannstetten,5336,Hafning,31844,Wartmannstetten
2620,Wartmannstetten,5338,Ramplach,31844,Wartmannstetten
2620,Wartmannstetten,5339,Straßhof,31844,Wartmannstetten
2620,Wartmannstetten,5340,Unter-Danegg,31844,Wartmannstetten
2620,Wartmannstetten,5341,Wartmannstetten,31844,Wartmannstetten
2620,Wartmannstetten,5342,Weibnitz,31844,Wartmannstetten
2624,Breitenau,5184,Breitenau,31804,Breitenau
2624,Neusiedl am Steinfeld,5279,Neusiedl am Steinfeld,31831,St. Egyden am Steinfeld
2624,Schwarzau am Steinfeld,5298,Schwarzau am Steinfeld,31835,Schwarzau am Steinfeld
2625,Schwarzau am Steinfeld,5297,Guntrams,31835,Schwarzau am Steinfeld
2625,Schwarzau am Steinfeld,5298,Schwarzau am Steinfeld,31835,Schwarzau am Steinfeld
2630,Buchbach,5186,Buchbach,31806,Buchbach
2630,Buchbach,5187,Liesling,31806,Buchbach
2630,Bürg-Vöstenhof,5325,Bürg,31842,Bürg-Vöstenhof
2630,Bürg-Vöstenhof,5326,Vöstenhof,31842,Bürg-Vöstenhof
2630,Grafenbach,5210,Grafenbach,31811,Grafenbach-St. Valentin
2630,Prigglitz,5253,Gasteil,31825,Prigglitz
2630,Ternitz,5250,Holzweg,31839,Ternitz
2630,Ternitz,5251,Pottschach,31839,Ternitz
2630,Ternitz,5252,Putzmannsdorf,31839,Ternitz
2630,Ternitz,5318,Ternitz,31839,Ternitz
2631,Ternitz,5311,Gadenweith,31839,Ternitz
2631,Ternitz,5316,Sieding,31839,Ternitz
2631,Ternitz,5317,Stixenstein,31839,Ternitz
2631,Ternitz,5319,Thann,31839,Ternitz
2632,Altendorf,5169,Altendorf,31801,Altendorf
2632,Grafenbach,5210,Grafenbach,31811,Grafenbach-St. Valentin
2632,Grafenbach-St. Valentin,5209,Göttschach,31811,Grafenbach-St. Valentin
2632,Grafenbach-St. Valentin,5234,Ober-Danegg,31811,Grafenbach-St. Valentin
2632,Grafenbach-St. Valentin,5244,Penk,31811,Grafenbach-St. Valentin
2632,Köttlach,5193,Köttlach,31808,Enzenreith
2632,St. Valentin-Landschach,5211,St. Valentin-Landschach,31811,Grafenbach-St. Valentin
2632,Ternitz,5252,Putzmannsdorf,31839,Ternitz
2632,Wimpassing im Schwarzatale,5347,Wimpassing im Schwarzatale,31846,Wimpassing im Schwarzatale
2640,Altendorf,5170,Loitzmannsdorf,31801,Altendorf
2640,Altendorf,5171,Schönstadl,31801,Altendorf
2640,Altendorf,5172,Tachenberg,31801,Altendorf
2640,Altendorf,17519,Syhrn,31801,Altendorf
2640,Buchbach,5187,Liesling,31806,Buchbach
2640,Enzenreith,5190,Enzenreith,31808,Enzenreith
2640,Enzenreith,5192,Hilzmannsdorf,31808,Enzenreith
2640,Enzenreith,5194,Thürmannsdorf,31808,Enzenreith
2640,Gloggnitz,5199,Abfaltersbach,31810,Gloggnitz
2640,Gloggnitz,5200,Aue,31810,Gloggnitz
2640,Gloggnitz,5201,Berglach,31810,Gloggnitz
2640,Gloggnitz,5202,Eichberg,31810,Gloggnitz
2640,Gloggnitz,5203,Gloggnitz,31810,Gloggnitz
2640,Gloggnitz,5204,Graben,31810,Gloggnitz
2640,Gloggnitz,5205,Heufeld,31810,Gloggnitz
2640,Gloggnitz,5206,Saloder,31810,Gloggnitz
2640,Gloggnitz,5207,Stuppach,31810,Gloggnitz
2640,Gloggnitz,5208,Weißenbach,31810,Gloggnitz
2640,Hart,5191,Hart,31808,Enzenreith
2640,Kirchberg am Wechsel,5223,Kranichberg,31814,Kirchberg am Wechsel
2640,Köttlach,5193,Köttlach,31808,Enzenreith
2640,Payerbach,5241,Pettenbach,31821,Payerbach
2640,Payerbach,5242,Schmidsdorf,31821,Payerbach
2640,Prigglitz,5253,Gasteil,31825,Prigglitz
2640,Prigglitz,5254,Prigglitz,31825,Prigglitz
2640,Prigglitz,5255,Stuppachgraben,31825,Prigglitz
2640,Raach am Hochgebirge,5257,Raach am Hochgebirge,31827,Raach am Hochgebirge
2640,Raach am Hochgebirge,5258,Schlagl,31827,Raach am Hochgebirge
2640,Raach am Hochgebirge,5259,Sonnleiten,31827,Raach am Hochgebirge
2640,Raach am Hochgebirge,5260,Wartenstein,31827,Raach am Hochgebirge
2640,Wörth,5195,Wörth,31808,Enzenreith
2641,Breitenstein,5185,Breitenstein,31805,Breitenstein
2641,Schottwien,5288,Göstritz,31833,Schottwien
